Topic,Subtopic,Suggested Citation,Title/Description,Link to Video,Length of Video,Year Created,EI/ECSE Standards,DEC Recommended Practices,,
Development ,Disability Specific,"EITP Illinois. (2017, July 17). Microcephaly and Developmental Implications in the Birth-3 period [Video]. YouTube. https://www.youtube.com/watch?v=2bPC544BDQM","Microcephaly and Developmental Implications in the Birth-3 period: Webinar defines microcephaly, reviews primary and secondary classifications of microcephaly, neurological conditions associated with microcephaly, and diagnosis. ",https://www.youtube.com/watch?v=2bPC544BDQM,1:27,2017,1.4,,,
Development ,Disability Specific,Move to Include. (n.d.). Move to Include: Autism in Young Children [Video]. PBS Learning Media. https://cptv.pbslearningmedia.org/resource/mti17.autism.young.children/autism-in-young-children-move-to-include/,"Move to Include: Autism in Young Children: Behavioral Analyst, Jennifer Rymanowski describes the autism spectrum disorder and how each case of autism spectrum disorder is for each person. ",https://cptv.pbslearningmedia.org/resource/mti17.autism.young.children/autism-in-young-children-move-to-include/,3:30,,1.4,,,
Development ,Developmentally Appropriate Practice,National Center on Quality Teaching and Learning. (n.d.). Nature-Based Learning and Development for Teachers [Video]. Head Start Early Childhood Learning and Knowledge Center. https://eclkc.ohs.acf.hhs.gov/video/nature-based-learning-development-teachers,"Nature-Based Learning and Development for Teachers: Playing in nature is fun for children. In this video, learn how to use the natural world as a learning environment to improve outcomes for young children. Explore how teachers can use nature in their daily routines to enhance children’s development.",https://eclkc.ohs.acf.hhs.gov/video/nature-based-learning-development-teachers,5:19,,6.3,INS2,,
Development ,Early Learning and Development ,"Netflix. (2020, April 17). Babies-Love- Full Episode-Netflix [Video]. YouTube. https://www.youtube.com/watch?v=YOv5jDFtvsI","Babies - Love - Full Episode - Netflix: From nature to nurture, this docuseries explores the groundbreaking science that reveals how infants discover life during their very first year.",https://www.youtube.com/watch?v=YOv5jDFtvsI,23:49,2020,1.2,F5,,
Development ,Early Learning and Development ,Pathways. (2018) 4 Month Old Baby Typical and Atypical Development - Side by Side Comparison [Video]. Pathways. https://pathways.org/watch/4-month-old-typical-and-atypical-motor-development/,"4 Month Old Baby Typical & Atypical Development Side by Side: Using technical language, description of the development of movement is described.  A demonstration in a lab, illustrates the muscle activation in a 4 month old baby that is meeting gross motor milestones and a baby that is not meeting milestones.  Relevance to functional activities is mentioned, however the demonstration is from a lab. ",https://pathways.org/watch/4-month-old-typical-and-atypical-motor-development/,7:01,2018,1.4,A8,,
Development ,Early Learning and Development ,Pathways. (2018) 6 Month Old Baby Typical and Atypical Development - Side by Side Comparison [Video]. Pathways. https://pathways.org/watch/6-month-old-typical-atypical-motor-development-side-side-comparison/,"6 Month Old Baby Typical & Atypical Development Side by Side: Using technical language, description of the development of movement is described.  A demonstration in a lab, illustrates the muscle activation in a 6 month old baby that is meeting gross motor milestones and a baby that is not meeting milestones.  Relevance to functional activities is mentioned, however the demonstration is from a lab. ",https://pathways.org/watch/6-month-old-typical-atypical-motor-development-side-side-comparison/,7:26,2018,1.4,A8,,
Development ,Disability Specific,"Rett Syndrome Research Trust. (2015, October 1). RETT: There is Hope (Full Movie)[Video]. YouTube. https://www.youtube.com/watch?v=2sDhUjysgL0","RETT: There is Hope (Full Movie): The story behind Rett Syndrome is complicated. It involves a devastating genetic affliction that starts with young girls and includes incredible family dynamics, groundbreaking treatment, care and science. The film focuses on Rett families, the optimism surrounding treatments and forward thinking scientific breakthroughs and the Rett Syndrome Research Trust (RSRT). ",https://www.youtube.com/watch?v=2sDhUjysgL0 ,3:44,2015,1.4,,,
Development ,Trauma,Sesame Street in Communities. (n.d.). A Child's Perspective of a Traumatic Experience [Video]. Sesame Street in Communities. https://sesamestreetincommunities.org/activities/responses-trauma-age-age-video/,A Child’s Perspective of a Traumatic Experience: An animated short of a child's perspective of witnessing domestic violence. ,https://sesamestreetincommunities.org/activities/responses-trauma-age-age-video/,1:56,2017,1.3,A4,,
Development ,Early Learning and Development ,"Robin Suitt. (2014, August 17). Baby Human- To Talk the Language Explosion [Video]. YouTube. https://www.youtube.com/watch?v=1SX8kmXLyfU","Baby Human To Talk The Language Explosion: Describes the phenomenon of language learning - sound production, isolated words, and sentence formation.",https://www.youtube.com/watch?v=1SX8kmXLyfU,9:21,2014,1.2,A4,,
Development ,Early Learning and Development ,"Robin Suitt. (2014, July 22). Baby Human - To Walk Depth Perception [Video]. YouTube. https://www.youtube.com/watch?v=30lO3gXeoUs","Baby Human To Walk Depth Perception: The development of movement is related to an infant's understanding of the world and his or her emotional life. Self-propelled movement is related to peripheral vision and the understanding of depth perception.  Various experiments, including visual cliff experiments, are shown. ",https://www.youtube.com/watch?v=30lO3gXeoUs,8:31,2014,1.1,A4,,
Development ,Early Learning and Development ,"Robin Suitt. (2014, July 22). Baby Human- To Walk [Video]. YouTube. https://www.youtube.com/watch?v=GtZ91JuavxU&list=RD30lO3gXeoUs","Baby Human - To Walk: The development of movement is related to an infant's understanding of the world and his or her emotional life. Karen Adolph, a Developmental Psychologist, studies how children adapt their walking to changing physical environments. ",https://www.youtube.com/watch?v=GtZ91JuavxU&list=RD30lO3gXeoUs,6:37,2014,1.1,A4,,
Development ,Early Learning and Development ,"Robin Suitt. (2014, July 22). Baby Human- To Walking Rolling Reaching [Video]. YouTube. https://www.youtube.com/watch?v=ncpgTfR7w0U","Baby Human To  Walk Rolling Reaching:  The development of movement is related to an infant's understanding of the world and his or her emotional life. Esther Thelen, a Developmental Psychologist, studies reaching from her lab. ",https://www.youtube.com/watch?v=ncpgTfR7w0U,8:08,2014,1.1,A4,,
Development ,Early Learning and Development ,"UW Video. (2013, November 26). Symbolic Understanding in Infants and Young Children: Challenges and Benefits, Part 1 [Video]. YouTube. https://www.youtube.com/watch?v=nCf-15bWLyI","Symbolic Understanding in Infants and Young Children: Challenges and benefits. Nothing is more important in early human development than learning to use the symbols through which we communicate with one another. In this lecture, Dr. DeLoache reviews her research on the challenges that infants and very young children face as they become symbol-minded-- as they figure out the nature and use of a variety of everyday symbolic objects.",https://www.youtube.com/watch?v=nCf-15bWLyI,55:54,2013,1.2,A4,,
Development ,Safe Sleep,"NICHDVideos. (2013, September 30). Safe sleep for your baby -- 60 seconds [Video]. YouTube. https://www.youtube.com/watch?v=Rs9Jw3uIoaU","Safe sleep for your baby -- 60 seconds:This 60 second video is part of the Safe to Sleep campaign (formerly the Back to Sleep campaign), an effort to educate parents and caregivers about ways to reduce the risk of sudden infant death syndrome (SIDS) and other sleep-related causes of infant death. The video portrays what a safe sleep environment looks like and describes other ways to reduce the risk of SIDS and other sleep-related causes of infant death.",https://www.youtube.com/watch?v=Rs9Jw3uIoaU,1:00,2013,1.3,,,
Development   ,Disability Specific,Raising Children. (n.d.). Cerebral Palsy: Overview and Diagnosis [Video]. Raising Children. https://raisingchildren.net.au/disability/videos/cerebral-palsy-overview,"Cerebral Palsy: Overview and Diagnosis: Parents of children with cerebral palsy talk about spotting the early signs of cerebral palsy and getting a diagnosis. Also, professionals explain that cerebral palsy is a condition that affects the brain. They talk about the different types of cerebral palsy, the effects on children and some of the causes of cerebral palsy.",https://raisingchildren.net.au/disability/videos/cerebral-palsy-overview,6:45,,1.4,,,
Development        ,Early Learning or Development,"wwjoshdew. (2011, January 9). Cerebral Palsy + Walking = Plenty of Falls [Video]. YouTube. https://www.youtube.com/watch?v=DxENA1grsNU","Cerebral Palsy + Walking = Plenty of Falls: Video 2 of 2.  Abby, a three-year-old with has cerebral palsy, practices walking, while her dad encourages her independence and persistence. The video illustrates her exceptional pattern of walking but also aspects of her development that are following a normative pattern. ",https://www.youtube.com/watch?v=DxENA1grsNU,2:56,2011,1.3,F4,,
Development         ,Disability Specific ,"CafeMom Studios. (2012, April 12). Child Grows Up Blind- The Planson Family- Our Special Life- Part 2 [Video]. YouTube. https://www.youtube.com/watch?v=sZu1CwSfm0g","Child Grows Up Blind - The Planson Family - Our Special Life - Part 2: A child, born blind, participates in a variety of experiences. Her mom discusses the family's  approach to raising a child with a disability - highlighting that her daughter is a child first, the importance of not placing limits, and remembering to have fun and enjoy one another. ",https://www.youtube.com/watch?v=sZu1CwSfm0g,5:50,2012,1.2,F5,,
Development         ,Brain Development,UNICEF. (2019). Building Babies' Brains Through Play: Mini Parenting Master Class [Video]. Center for the Developing Child Harvard University. https://developingchild.harvard.edu/resources/building-babies-brains-through-play-mini-parenting-master-class/,"Building Babies’ Brains Through Play: Mini Parenting Master Class: In this Mini Parenting Master Class from UNICEF, Center on the Developing Child Director Jack P. Shonkoff, M.D., explains the importance of serve and return interactions like play—and how parents can use interactions with their child to facilitate brain development. ",https://developingchild.harvard.edu/resources/building-babies-brains-through-play-mini-parenting-master-class/,5:26,2019,1.3,F5,,
Development            ,Adoption,"EITP Illinois. (2016, March 25).  International Adoption: An Overview of Developmental Considerations [Video]. YouTube. https://www.youtube.com/watch?v=L75WbQFGjyM&list=PL7F9l-VZdRS8in345ayGuQ8pr6RDGT8L1","An Overview of Developmental Considerations for the Internationally Adopted Child: Webinar reviews the history of international adoption, information on rates and statistics regarding international adaption today, what the adoption process is like from both the parent and child's perspective, the transition to home for both the parent and child, and medical comorbidities and developmental challenges. ",https://www.youtube.com/watch?v=L75WbQFGjyM&list=PL7F9l-VZdRS8in345ayGuQ8pr6RDGT8L1,1:06,2016,1.3,F1,,
